Tender ID,Project Name,Project Type,Description,Duration Deadline (days),Location,Max Budget ($),Company ID,Bid Cost ($),Proposed Start Date,Estimated Duration (days),Employees,Experience (years),Company Value ($),Previous Contracts,Reputation Score,Location Advantage,Cost Deviation (%),Deadline Deviation (%),Numeric Rating,Accepted,Reason
248,Project_248,Road Construction,Description of Project_248 in Road Construction.,626,Urban,2874270,Company_184,2637037.41,2025-08-01,630,196,14,42668740.31,34,0.71,0,-8.25,0.64,74.74,1,Cost-effective and timely
248,Project_248,Road Construction,Description of Project_248 in Road Construction.,626,Urban,2874270,Company_47,2940993.3,2025-02-09,583,310,37,352484426.02,4,0.74,1,2.32,-6.87,81.83,1,Cost-effective and timely
249,Project_249,Industrial Complex,Description of Project_249 in Industrial Complex.,659,Rural,9085926,Company_65,10201277.38,2025-04-09,708,929,6,92360317.23,50,0.78,0,12.28,7.44,77.2,1,Cost-effective and timely
249,Project_249,Industrial Complex,Description of Project_249 in Industrial Complex.,659,Rural,9085926,Company_710,7407105.63,2025-05-09,735,812,43,136354107.68,26,0.7,1,-18.48,11.53,86.23,1,Cost-effective and timely
249,Project_249,Industrial Complex,Description of Project_249 in Industrial Complex.,659,Rural,9085926,Company_488,8856951.36,2025-02-20,751,130,9,439589965.68,22,0.7,1,-2.52,13.96,67.66,0,High deviation in cost or deadlines
249,Project_249,Industrial Complex,Description of Project_249 in Industrial Complex.,659,Rural,9085926,Company_459,10793442.53,2025-07-18,614,634,29,48057300.35,20,0.55,0,18.79,-6.83,69.36,0,High deviation in cost or deadlines
249,Project_249,Industrial Complex,Description of Project_249 in Industrial Complex.,659,Rural,9085926,Company_420,9537493.37,2025-12-21,737,938,36,279556460.49,42,0.65,1,4.97,11.84,86.34,1,Cost-effective and timely
250,Project_250,Road Construction,Description of Project_250 in Road Construction.,587,Suburban,13628807,Company_107,14935781.49,2025-04-06,572,522,10,174596775.44,29,0.79,0,9.59,-2.56,74.59,1,Cost-effective and timely
250,Project_250,Road Construction,Description of Project_250 in Road Construction.,587,Suburban,13628807,Company_734,15022673.67,2025-06-15,573,478,38,423522015.68,4,0.58,0,10.23,-2.39,74.64,1,Cost-effective and timely
250,Project_250,Road Construction,Description of Project_250 in Road Construction.,587,Suburban,13628807,Company_316,15671699.67,2025-02-03,663,505,40,498962666.75,31,0.58,0,14.99,12.95,80.1,1,Cost-effective and timely
250,Project_250,Road Construction,Description of Project_250 in Road Construction.,587,Suburban,13628807,Company_179,14014353.67,2025-07-02,646,632,35,22948313.84,36,0.67,0,2.83,10.05,85.88,1,Cost-effective and timely
250,Project_250,Road Construction,Description of Project_250 in Road Construction.,587,Suburban,13628807,Company_603,14487138.88,2025-08-01,658,606,46,86924246.76,3,0.99,0,6.3,12.1,95.92,1,Cost-effective and timely
251,Project_251,Bridge Construction,Description of Project_251 in Bridge Construction.,399,Rural,4149186,Company_997,3683454.32,2025-08-02,459,131,42,449420948.44,24,0.78,1,-11.22,15.04,90.14,1,Cost-effective and timely
251,Project_251,Bridge Construction,Description of Project_251 in Bridge Construction.,399,Rural,4149186,Company_338,3791406.65,2025-11-03,452,951,22,341289080.79,38,0.58,1,-8.62,13.28,72.16,1,Cost-effective and timely
251,Project_251,Bridge Construction,Description of Project_251 in Bridge Construction.,399,Rural,4149186,Company_293,4571209.79,2025-05-24,358,927,34,154905834.69,8,0.58,0,10.17,-10.28,72.39,1,Cost-effective and timely
251,Project_251,Bridge Construction,Description of Project_251 in Bridge Construction.,399,Rural,4149186,Company_683,4870224.46,2025-11-19,382,241,38,457589452.0,18,0.75,1,17.38,-4.26,84.3,1,Cost-effective and timely
251,Project_251,Bridge Construction,Description of Project_251 in Bridge Construction.,399,Rural,4149186,Company_427,3968299.19,2025-01-24,362,51,20,34782622.84,35,0.67,0,-4.36,-9.27,76.38,1,Cost-effective and timely
252,Project_252,Bridge Construction,Description of Project_252 in Bridge Construction.,518,Suburban,3974710,Company_438,3866519.3,2025-08-23,603,679,17,114981940.42,50,0.66,0,-2.72,16.41,77.62,1,Cost-effective and timely
252,Project_252,Bridge Construction,Description of Project_252 in Bridge Construction.,518,Suburban,3974710,Company_194,4379886.27,2025-06-02,579,278,50,295486977.8,25,0.55,0,10.19,11.78,84.28,1,Cost-effective and timely
252,Project_252,Bridge Construction,Description of Project_252 in Bridge Construction.,518,Suburban,3974710,Company_742,3576989.1,2025-02-08,585,692,45,312805203.47,33,0.64,1,-10.01,12.93,87.75,1,Cost-effective and timely
252,Project_252,Bridge Construction,Description of Project_252 in Bridge Construction.,518,Suburban,3974710,Company_977,4372753.14,2025-01-27,498,137,32,115999825.96,44,0.73,1,10.01,-3.86,88.86,1,Cost-effective and timely
252,Project_252,Bridge Construction,Description of Project_252 in Bridge Construction.,518,Suburban,3974710,Company_737,3395326.8,2025-03-15,582,698,43,33659937.39,29,0.77,0,-14.58,12.36,91.38,1,Cost-effective and timely
253,Project_253,Residential Building,Description of Project_253 in Residential Building.,413,Rural,5817966,Company_564,6217393.46,2025-06-25,414,358,14,165127703.96,31,0.84,0,6.87,0.24,81.02,1,Cost-effective and timely
253,Project_253,Residential Building,Description of Project_253 in Residential Building.,413,Rural,5817966,Company_32,5889281.46,2025-07-13,371,438,50,353857392.73,3,0.56,0,1.23,-10.17,81.81,1,Cost-effective and timely
253,Project_253,Residential Building,Description of Project_253 in Residential Building.,413,Rural,5817966,Company_391,5271441.08,2025-04-01,455,103,12,409892415.88,44,0.89,0,-9.39,10.17,85.57,1,Cost-effective and timely
253,Project_253,Residential Building,Description of Project_253 in Residential Building.,413,Rural,5817966,Company_460,6608452.32,2025-12-09,395,154,38,453160490.64,7,0.83,0,13.59,-4.36,85.17,1,Cost-effective and timely
253,Project_253,Residential Building,Description of Project_253 in Residential Building.,413,Rural,5817966,Company_634,6678814.03,2025-04-01,384,475,11,265939648.43,13,0.5,0,14.8,-7.02,55.54,0,High deviation in cost or deadlines
254,Project_254,Bridge Construction,Description of Project_254 in Bridge Construction.,485,Rural,16209604,Company_784,16692242.32,2025-09-01,492,639,28,409197101.33,43,0.79,0,2.98,1.44,91.25,1,Cost-effective and timely
254,Project_254,Bridge Construction,Description of Project_254 in Bridge Construction.,485,Rural,16209604,Company_692,16456697.7,2025-01-06,578,458,6,429648102.35,15,0.84,0,1.52,19.18,70.02,1,Cost-effective and timely
254,Project_254,Bridge Construction,Description of Project_254 in Bridge Construction.,485,Rural,16209604,Company_832,15434649.25,2025-09-15,559,852,25,112178182.96,38,0.76,0,-4.78,15.26,84.47,1,Cost-effective and timely
254,Project_254,Bridge Construction,Description of Project_254 in Bridge Construction.,485,Rural,16209604,Company_609,19286286.52,2025-11-07,523,408,32,355582612.78,0,0.63,0,18.98,7.84,69.82,0,High deviation in cost or deadlines
254,Project_254,Bridge Construction,Description of Project_254 in Bridge Construction.,485,Rural,16209604,Company_681,16695662.87,2025-07-22,469,391,29,286663696.19,36,0.79,1,3.0,-3.3,89.45,1,Cost-effective and timely
255,Project_255,Bridge Construction,Description of Project_255 in Bridge Construction.,609,Suburban,19232658,Company_219,20582083.98,2025-02-25,596,889,26,253350233.26,32,0.66,0,7.02,-2.13,78.83,1,Cost-effective and timely
255,Project_255,Bridge Construction,Description of Project_255 in Bridge Construction.,609,Suburban,19232658,Company_583,20777761.16,2025-10-28,668,657,25,203486027.01,36,0.54,1,8.03,9.69,71.8,1,Cost-effective and timely
255,Project_255,Bridge Construction,Description of Project_255 in Bridge Construction.,609,Suburban,19232658,Company_612,17394024.58,2025-06-08,708,651,36,188612150.92,41,0.65,0,-9.56,16.26,84.72,1,Cost-effective and timely
255,Project_255,Bridge Construction,Description of Project_255 in Bridge Construction.,609,Suburban,19232658,Company_100,22333524.74,2025-03-19,652,945,16,194847590.39,47,0.88,0,16.12,7.06,87.41,1,Cost-effective and timely
255,Project_255,Bridge Construction,Description of Project_255 in Bridge Construction.,609,Suburban,19232658,Company_211,15882999.5,2025-06-05,630,913,35,98723546.45,15,0.77,0,-17.42,3.45,82.59,1,Cost-effective and timely
256,Project_256,Road Construction,Description of Project_256 in Road Construction.,259,Rural,6893829,Company_352,7300149.12,2025-06-05,241,994,9,355254867.8,45,0.82,0,5.89,-6.95,81.09,1,Cost-effective and timely
256,Project_256,Road Construction,Description of Project_256 in Road Construction.,259,Rural,6893829,Company_84,7387726.3,2025-06-19,348,368,31,286454705.88,29,0.85,0,7.16,34.36,87.59,1,Cost-effective and timely
256,Project_256,Road Construction,Description of Project_256 in Road Construction.,259,Rural,6893829,Company_636,7570118.27,2025-05-13,270,659,15,292103829.86,5,0.91,1,9.81,4.25,74.83,1,Cost-effective and timely
256,Project_256,Road Construction,Description of Project_256 in Road Construction.,259,Rural,6893829,Company_89,7361227.02,2025-04-23,238,672,7,387620881.47,22,0.92,0,6.78,-8.11,76.93,1,Cost-effective and timely
256,Project_256,Road Construction,Description of Project_256 in Road Construction.,259,Rural,6893829,Company_797,6207291.09,2025-04-28,244,247,43,469115333.1,8,0.69,0,-9.96,-5.79,83.04,1,Cost-effective and timely
257,Project_257,Bridge Construction,Description of Project_257 in Bridge Construction.,701,Suburban,9954606,Company_693,10488091.87,2025-01-14,704,352,29,461643427.61,25,0.72,0,5.36,0.43,82.28,1,Cost-effective and timely
257,Project_257,Bridge Construction,Description of Project_257 in Bridge Construction.,701,Suburban,9954606,Company_343,11874782.64,2025-06-18,674,765,33,140133546.78,43,0.68,0,19.29,-3.85,84.45,1,Cost-effective and timely
257,Project_257,Bridge Construction,Description of Project_257 in Bridge Construction.,701,Suburban,9954606,Company_715,9390068.06,2025-02-18,733,82,31,309533415.32,5,0.55,0,-5.67,4.56,70.11,1,Cost-effective and timely
257,Project_257,Bridge Construction,Description of Project_257 in Bridge Construction.,701,Suburban,9954606,Company_272,10457220.86,2025-12-08,672,261,18,305286035.43,34,0.53,0,5.05,-4.14,67.78,0,High deviation in cost or deadlines
257,Project_257,Bridge Construction,Description of Project_257 in Bridge Construction.,701,Suburban,9954606,Company_908,8151414.87,2025-09-15,665,764,28,123793143.72,13,0.75,0,-18.11,-5.14,76.56,1,Cost-effective and timely
258,Project_258,Bridge Construction,Description of Project_258 in Bridge Construction.,255,Urban,16881574,Company_131,14875472.13,2025-01-28,251,368,46,95371173.13,30,0.7,1,-11.88,-1.57,91.47,1,Cost-effective and timely
258,Project_258,Bridge Construction,Description of Project_258 in Bridge Construction.,255,Urban,16881574,Company_916,16206015.99,2025-04-02,286,201,45,366736981.87,48,0.93,0,-4.0,12.16,110.04,1,Cost-effective and timely
258,Project_258,Bridge Construction,Description of Project_258 in Bridge Construction.,255,Urban,16881574,Company_632,16862393.6,2025-12-05,316,574,49,356754678.42,17,0.99,1,-0.11,23.92,103.32,1,Cost-effective and timely
258,Project_258,Bridge Construction,Description of Project_258 in Bridge Construction.,255,Urban,16881574,Company_76,20025076.67,2025-04-27,245,400,50,169761732.29,25,0.82,1,18.62,-3.92,96.88,1,Cost-effective and timely
258,Project_258,Bridge Construction,Description of Project_258 in Bridge Construction.,255,Urban,16881574,Company_588,14871987.64,2025-01-04,294,429,50,443603761.54,15,0.91,0,-11.9,15.29,97.95,1,Cost-effective and timely
259,Project_259,Residential Building,Description of Project_259 in Residential Building.,595,Urban,19742493,Company_699,21366170.22,2025-11-12,617,74,38,338864195.33,33,0.71,0,8.22,3.7,88.56,1,Cost-effective and timely
259,Project_259,Residential Building,Description of Project_259 in Residential Building.,595,Urban,19742493,Company_579,23510644.67,2025-01-06,545,151,35,373996596.23,37,0.82,0,19.09,-8.4,91.28,1,Cost-effective and timely
259,Project_259,Residential Building,Description of Project_259 in Residential Building.,595,Urban,19742493,Company_438,19324909.22,2025-02-01,594,735,36,29712965.72,11,0.71,1,-2.12,-0.17,82.68,1,Cost-effective and timely
259,Project_259,Residential Building,Description of Project_259 in Residential Building.,595,Urban,19742493,Company_965,17062840.75,2025-09-03,559,201,39,370608754.81,8,0.99,0,-13.57,-6.05,92.85,1,Cost-effective and timely
259,Project_259,Residential Building,Description of Project_259 in Residential Building.,595,Urban,19742493,Company_202,16332908.54,2025-02-10,561,681,21,333508830.69,23,0.99,1,-17.27,-5.71,87.28,1,Cost-effective and timely
260,Project_260,Residential Building,Description of Project_260 in Residential Building.,691,Urban,17738977,Company_953,19209775.0,2025-02-16,728,387,44,377021362.75,13,0.6,0,8.29,5.35,81.33,1,Cost-effective and timely
260,Project_260,Residential Building,Description of Project_260 in Residential Building.,691,Urban,17738977,Company_830,15638796.21,2025-11-17,773,872,35,44147426.59,29,0.61,1,-11.84,11.87,78.92,1,Cost-effective and timely
260,Project_260,Residential Building,Description of Project_260 in Residential Building.,691,Urban,17738977,Company_525,14667069.53,2025-01-11,664,718,45,79219180.48,34,0.55,0,-17.32,-3.91,82.62,1,Cost-effective and timely
260,Project_260,Residential Building,Description of Project_260 in Residential Building.,691,Urban,17738977,Company_499,17999771.37,2025-08-07,790,71,26,470483811.74,31,0.67,0,1.47,14.33,78.98,1,Cost-effective and timely
260,Project_260,Residential Building,Description of Project_260 in Residential Building.,691,Urban,17738977,Company_709,14946051.28,2025-07-25,727,432,7,74537938.4,21,0.6,0,-15.74,5.21,59.57,0,High deviation in cost or deadlines
261,Project_261,Industrial Complex,Description of Project_261 in Industrial Complex.,488,Urban,19014624,Company_370,21328485.79,2025-03-03,527,325,42,441101633.68,31,0.94,1,12.17,7.99,101.22,1,Cost-effective and timely
261,Project_261,Industrial Complex,Description of Project_261 in Industrial Complex.,488,Urban,19014624,Company_231,20222579.78,2025-05-28,570,657,33,391663098.27,46,0.97,0,6.35,16.8,103.5,1,Cost-effective and timely
261,Project_261,Industrial Complex,Description of Project_261 in Industrial Complex.,488,Urban,19014624,Company_521,19279019.35,2025-05-09,444,687,13,147476983.11,38,0.77,0,1.39,-9.02,79.12,1,Cost-effective and timely
261,Project_261,Industrial Complex,Description of Project_261 in Industrial Complex.,488,Urban,19014624,Company_588,19438407.16,2025-04-17,559,216,40,218604293.49,9,0.86,1,2.23,14.55,89.59,1,Cost-effective and timely
261,Project_261,Industrial Complex,Description of Project_261 in Industrial Complex.,488,Urban,19014624,Company_179,18362509.88,2025-04-09,554,341,11,303212681.85,42,0.79,0,-3.43,13.52,79.43,1,Cost-effective and timely
262,Project_262,Road Construction,Description of Project_262 in Road Construction.,315,Suburban,14818203,Company_102,17570014.97,2025-09-17,405,630,24,125215751.82,31,0.97,1,18.57,28.57,88.66,1,Cost-effective and timely
262,Project_262,Road Construction,Description of Project_262 in Road Construction.,315,Suburban,14818203,Company_239,14765842.54,2025-02-01,367,116,39,196702876.02,38,0.74,1,-0.35,16.51,92.53,1,Cost-effective and timely
262,Project_262,Road Construction,Description of Project_262 in Road Construction.,315,Suburban,14818203,Company_296,17621383.13,2025-07-17,291,98,44,257906028.82,8,0.81,0,18.92,-7.62,86.85,1,Cost-effective and timely
262,Project_262,Road Construction,Description of Project_262 in Road Construction.,315,Suburban,14818203,Company_484,15330382.99,2025-02-01,323,788,39,1665482.82,18,0.91,0,3.46,2.54,95.41,1,Cost-effective and timely
262,Project_262,Road Construction,Description of Project_262 in Road Construction.,315,Suburban,14818203,Company_722,12201652.47,2025-07-25,391,635,44,401624811.49,21,0.72,0,-17.66,24.13,85.3,1,Cost-effective and timely
263,Project_263,Industrial Complex,Description of Project_263 in Industrial Complex.,661,Rural,18388576,Company_142,15709538.9,2025-05-20,663,363,35,256901384.89,38,0.96,0,-14.57,0.3,101.05,1,Cost-effective and timely
263,Project_263,Industrial Complex,Description of Project_263 in Industrial Complex.,661,Rural,18388576,Company_318,21746722.2,2025-11-15,731,547,17,22147712.53,28,0.58,0,18.26,10.59,65.19,0,High deviation in cost or deadlines
